,proteinName,affinity,ligandName
15092,1okz,8.3,(UCN)
15093,1q6t,8.3,(600)
15094,1qbq,8.3,(HFP)
15095,1rej,8.3,(B1L)
15096,1rww,8.3,(OQB)
15097,1s17,8.3,(GNR)
15098,1sve,8.3,(I01)
15099,1tft,8.3,(997)
15100,1tom,8.3,(MIN)
15101,1u3r,8.3,(338)
15102,1uv5,8.3,(BRW)
15103,1yt9,8.3,(OIS)
15104,1zzl,8.3,(TZY)
15105,2aeb,8.3,(ABH)
15106,2cen,8.3,(4AH)
15109,2imd,8.3,(GSH)
15110,2iqg,8.3,(F2I)
15111,2nv7,8.3,(555)
15112,2pe1,8.3,(517)
15113,2pll,8.3,(ABH)
15114,2pvk,8.3,(P45)
15115,2qmd,8.3,(CS7)
15116,2rd6,8.3,(78P)
15117,2rfn,8.3,(AM7)
15118,2rku,8.3,(R78)
15119,2v7a,8.3,(627)
15120,2v95,8.3,(HCY)
15121,2x81,8.3,(ZZL)
15122,2ydj,8.3,(YDJ)
15123,2yoj,8.3,(8Y6)
15124,3atu,8.3,(ADP)
15125,3bc5,8.3,(ZAA)
15126,3bjm,8.3,(BJM)
15127,3cid,8.3,(318)
15128,3d20,8.3,(017)
15129,3fqe,8.3,(P5C)
15130,3fyj,8.3,(B97)
15131,3g0d,8.3,(XIH)
15132,3g0g,8.3,(RUM)
15133,3g86,8.3,(T18)
15134,3gjw,8.3,(GJW)
15135,3gn7,8.3,(3GN)
15136,3h5s,8.3,(H5S)
15137,3h98,8.3,(B5P)
15138,3hku,8.3,(TOR)
15139,3hvi,8.3,(619)
15140,3jy0,8.3,(LYG)
15141,3lxl,8.3,(IZA)
15142,3ly2,8.3,(Z72)
15143,3ocb,8.3,(XM1)
15144,3oct,8.3,(1N1)
15145,3ot3,8.3,(22K)
15146,3rvg,8.3,(17P)
15147,3skf,8.3,(PB7)
15148,3tyq,8.3,(HI4)
15149,3zps,8.3,(EQM)
15150,4afg,8.3,(QMR)
15151,4az3,8.3,(S35)
15153,4cpa,8.3,(GLY)
15154,4cwr,8.3,(HAJ)
15155,4dus,8.3,(0MP)
15156,4ejn,8.3,(0R4)
15158,4emv,8.3,(0R9)
15159,4fob,8.3,(0US)
15160,4gfn,8.3,(SUY)
15161,4gtq,8.3,(7TQ)
15162,4gtr,8.3,(7TR)
15163,4hgs,8.3,(15G)
15164,4i6f,8.3,(1C7)
15165,4i6h,8.3,(1C8)
15166,4jps,8.3,(1LT)
15167,4jzd,8.3,(1NJ)
15168,4kcg,8.3,(1QC)
15169,4l4l,8.3,(1XC)
15170,4lwu,8.3,(20U)
15171,4n1u,8.3,(2GE)
15172,4nus,8.3,(2NK)
15173,4o0b,8.3,(2QA)
15174,4o5b,8.3,(LF9)
15175,4ohk,8.3,(2TE)
15176,4olh,8.3,(2TO)
15177,4qo4,8.3,(35S)
15178,4rx7,8.3,(3YV)
15179,4wki,8.3,(3PW)
15180,4x6p,8.3,(3YU)
15181,4xhk,8.3,(3YR)
15182,4ynk,8.3,(YW2)
15183,4ztr,8.3,(4RJ)
15184,4zy6,8.3,(4T6)
15185,5a0b,8.3,(JJX)
15186,5am3,8.3,(AUB)
15187,5buj,8.3,(4VB)
15188,5bvo,8.3,(4VE)
15189,5cxh,8.3,(55M)
15190,5e80,8.3,(5KP)
15191,5he7,8.3,(60X)
15192,5j7b,8.3,(6GD)
15193,5j8z,8.3,(FC4)
15194,5jfr,8.3,(6KP)
15195,5k76,8.3,(6R1)
15196,5kcv,8.3,(6S1)
15197,5kdr,8.3,(YT5)
15198,5khm,8.3,(XNH)
15199,5kpk,8.3,(6VK)
15200,5t2b,8.3,(74O)
15201,5tiu,8.3,(7CU)
15202,5tqf,8.3,(7KR)
15203,5uac,8.3,(RFP)
15204,5uox,8.3,(8GY)
15205,5uy8,8.3,(8UM)
15206,5x26,8.3,(7XO)
15207,5x5o,8.3,(7Z0)
15208,5xs2,8.3,(8D6)
15209,5yea,8.3,(8U9)
15210,5ztn,8.3,(CUR)
15211,6aaj,8.3,(9T6)
15212,6b4w,8.3,(CQ7)
15213,6b8j,8.3,(65C)
15214,6bfd,8.3,(DJS)
15215,6c4g,8.3,(EQG)
15216,6c6o,8.3,(ENG)
15217,6cmj,8.3,(F6J)
15218,6cn6,8.3,(F7J)
15219,6en4,8.3,(BGZ)
15220,6f23,8.3,(C8Z)
15221,6ma3,8.3,(JAJ)
15223,2hs2,8.31,(017)
15224,3dc3,8.31,(AZM)
15226,4acd,8.31,(GR9)
15227,4csj,8.31,(NN7)
15228,4ddl,8.31,(0JQ)
15229,5dyw,8.31,(5HF)
15230,5nxo,8.31,(9HK)
15231,5oah,8.31,(95B)
15232,5tnt,8.31,(7GQ)
15233,6das,8.31,(G2D)
15234,2dq7,8.32,(STU)
15235,2fdd,8.32,(385)
15236,2gj5,8.32,(VD3)
15237,2qtb,8.32,(474)
15238,2xhr,8.32,(C0P)
15239,2yi7,8.32,(BZ8)
15240,3qak,8.32,(UKA)
15241,3tv6,8.32,(B0R)
15242,4bbg,8.32,(V02)
15243,4gih,8.32,(0X5)
15244,4jwk,8.32,(CTN)
15245,4kin,8.32,(1M8)
15246,4pee,8.32,(2OX)
15247,4z16,8.32,(4LH)
15248,5a3u,8.32,(R8J)
15249,5c2a,8.32,(4Y2)
15250,5czm,8.32,(R47)
15251,5eef,8.32,(TSN)
15252,5ehe,8.32,(WWO)
15253,6aam,8.32,(9T6)
15254,6enm,8.32,(LPW)
15255,1hwr,8.33,(216)
15256,1u9q,8.33,(186)
15257,2wj2,8.33,(OL1)
15258,3ns7,8.33,(3NS)
15259,3sdi,8.33,(3SD)
15260,3sw2,8.33,(FI1)
15261,4eev,8.33,(L1X)
15262,4htx,8.33,(19F)
15264,4z1k,8.33,(4KB)
15265,5fky,8.33,(2J4)
15267,1bzy,8.34,(IMU)
15268,1uwb,8.34,(TBO)
15269,2qci,8.34,(065)
15270,2wxl,8.34,(ZS4)
15271,2xye,8.34,(CXG)
15272,3ay9,8.34,(ADP)
15273,3f82,8.34,(353)
15274,3lj7,8.34,(OHO)
15275,3npc,8.34,(B96)
15276,4yhf,8.34,(4C9)
15277,5es1,8.34,(5RC)
15278,5ime,8.34,(6BZ)
15279,5uit,8.34,(8CD)
15281,6g39,8.34,(5ID)
15282,1h23,8.35,(E12)
15283,1mj7,8.35,(HAL)
15284,2uwd,8.35,(2GG)
15285,2zxa,8.35,(ZXA)
15286,3bgl,8.35,(RID)
15287,3m6p,8.35,(BB2)
15288,3nu5,8.35,(478)
15289,4bf6,8.35,(X0Q)
15290,4mvh,8.35,(2F5)
15291,4yml,8.35,(4F0)
15292,5amn,8.35,(DTQ)
15293,5edl,8.35,(VIB)
15294,6cqf,8.35,(F97)
15296,1bb0,8.36,(0IV)
15297,1d4j,8.36,(MSC)
15298,3d83,8.36,(GK6)
15299,3g45,8.36,(988)
15300,3kek,8.36,(3EK)
15301,3oj8,8.36,(OJ8)
15302,3r7o,8.36,(M61)
15303,3wiz,8.36,(LC6)
15304,4e6q,8.36,(0NV)
15305,4g3f,8.36,(0WB)
15307,4k19,8.36,(1OD)
15308,4lts,8.36,(LTS)
15309,4y2b,8.36,(EPK)
15310,5dls,8.36,(5CV)
15311,5k0x,8.36,(K0X)
15312,1ouy,8.37,(094)
15313,2fjp,8.37,(S14)
15314,2nmy,8.37,(ROC)
15315,2nmz,8.37,(ROC)
15316,2nnk,8.37,(ROC)
15317,2nnp,8.37,(ROC)
15319,3h0z,8.37,(45B)
15320,3q6k,8.37,(SRO)
15321,3t1a,8.37,(5MA)
15322,3tcp,8.37,(CKJ)
15323,3wyx,8.37,(O38)
15324,4bao,8.37,(MVF)
15325,4v24,8.37,(GYR)
15326,4ye3,8.37,(G04)
15327,5efb,8.37,(5OK)
15328,5hk1,8.37,(61W)
15329,5m6u,8.37,(7KA)
15330,6c0n,8.37,(K5C)
15331,6g9d,8.37,(ER8)
15332,1k21,8.38,(IGN)
15333,1mu6,8.38,(CDA)
15334,3hab,8.38,(677)
15335,3qkd,8.38,(HI0)
15336,3zpu,8.38,(M8B)
15337,4a6b,8.38,(QG8)
15338,4ere,8.38,(0R2)
15339,4g3e,8.38,(0WC)
15340,4xv1,8.38,(904)
15341,5d21,8.38,(56N)
15342,5tq4,8.38,(7GY)
15343,6g3a,8.38,(5ID)
15344,6g97,8.38,(EQZ)
15345,1it6,8.39,(CYU)
15346,1lzq,8.39,(0ZQ)
15347,1x7b,8.39,(041)
15348,3dpk,8.39,(8C5)
15349,4p1r,8.39,(2KR)
15350,4qyg,8.39,(3DW)
15351,4u3f,8.39,(Y52)
15352,5hcx,8.39,(60B)
15353,6ayr,8.39,(BIG)
15354,6g9j,8.39,(ERK)
15355,1a4g,8.4,(ZMR)
15356,1aaq,8.4,(PSI)
15357,1b6m,8.4,(PI6)
15358,1fd0,8.4,(254)
15359,1fq5,8.4,(0GM)
15361,1jil,8.4,(485)
15362,1k22,8.4,(MEL)
15363,1mtr,8.4,(PI6)
15364,1nd5,8.4,(2BF)
15365,1o47,8.4,(822)
15366,1q3w,8.4,(ATU)
15367,1s64,8.4,(778)
15368,1w4l,8.4,(GL8)
15369,1w5x,8.4,(BE5)
15370,1w7x,8.4,(413)
15371,1z1h,8.4,(HBB)
15372,1zpa,8.4,(A83)
15373,2al5,8.4,(FWD)
15374,2baj,8.4,(1PP)
15375,2j95,8.4,(GSX)
15376,2oic,8.4,(STU)
15377,2oqv,8.4,(MA9)
15378,2ovy,8.4,(PFJ)
15379,2pe2,8.4,(464)
15380,2qbp,8.4,(527)
15381,2rl5,8.4,(2RL)
15382,2uwl,8.4,(895)
15384,2xyn,8.4,(VX6)
15385,2y82,8.4,(930)
15386,2zda,8.4,(32U)
15387,3b68,8.4,(B68)
15388,3bl7,8.4,(DD1)
15389,3coh,8.4,(83H)
15390,3d0e,8.4,(G93)
15391,3efw,8.4,(AK8)
15392,3ekn,8.4,(GS3)
15393,3el9,8.4,(DR7)
15394,3eos,8.4,(PK2)
15395,3frg,8.4,(SK4)
15396,3gz9,8.4,(D32)
15397,3k9x,8.4,(MBM)
15398,3kwz,8.4,(KWZ)
15399,3nrm,8.4,(NRM)
15400,3ook,8.4,(OOK)
15401,3qrj,8.4,(919)
15402,3qxv,8.4,(MTX)
15403,3r2b,8.4,(05B)
15404,3s4q,8.4,(NK0)
15405,3s74,8.4,(03T)
15406,3str,8.4,(3LI)
15407,3sww,8.4,(KXB)
15408,3ttz,8.4,(07N)
15410,3vap,8.4,(0FY)
15411,3zxz,8.4,(KRW)
15412,4aoi,8.4,(4K0)
15413,4at3,8.4,(LTI)
15415,4bck,8.4,(T3E)
15416,4bgh,8.4,(3I6)
15417,4c61,8.4,(LMM)
15418,4cnh,8.4,(3U9)
15419,4dk5,8.4,(0KO)
15421,4jai,8.4,(XU2)
15422,4jsr,8.4,(1NQ)
15423,4l52,8.4,(1UL)
15424,4lxk,8.4,(1YT)
15425,4mqu,8.4,(MG9)
15426,4nh7,8.4,(E0G)
15427,4nw6,8.4,(2NS)
15428,4px6,8.4,(2X6)
15429,4qmy,8.4,(STU)
15430,4ra5,8.4,(3L0)
15431,4rcf,8.4,(3LO)
15432,4ual,8.4,(3FV)
15433,4uro,8.4,(NOV)
15434,4uyn,8.4,(Y3M)
15435,4x7k,8.4,(3Z3)
15436,4z3v,8.4,(4L6)
15437,5a3t,8.4,(MMK)
15439,5ccm,8.4,(4ZX)
15441,5csw,8.4,(P06)
15442,5d9k,8.4,(584)
15443,5dxu,8.4,(5H5)
15444,5e91,8.4,(5L4)
15445,5em6,8.4,(5Q3)
15446,5fa7,8.4,(5VR)
15447,5g57,8.4,(6M5)
15448,5hd0,8.4,(60Y)
15449,5hg7,8.4,(630)
15450,5jrs,8.4,(6MV)
15451,5laz,8.4,(6ST)
15452,5ll4,8.4,(6YH)
15453,5ody,8.4,(9SK)
15454,5org,8.4,(6DB)
15455,5ufi,8.4,(8B1)
15456,5x28,8.4,(7XU)
15457,6f3d,8.4,(CJT)
15458,6g9h,8.4,(ERW)
15459,6gue,8.4,(FB8)
15460,1e4h,8.41,(PBR)
15461,1g48,8.41,(F6B)
15462,1i9p,8.41,(IOE)
15463,1i9q,8.41,(IOF)
15464,1w96,8.41,(S1A)
15465,2am9,8.41,(TES)
15466,2w6c,8.41,(BM4)
15467,3mvm,8.41,(39P)
15468,3oxc,8.41,(ROC)
15469,4agd,8.41,(B49)
15470,4ngt,8.41,(J42)
15471,5ak2,8.41,(85Z)
15472,6aah,8.41,(9T6)
15473,6cvy,8.41,(FHD)
15474,1bwb,8.42,(146)
15475,1htg,8.42,(G37)
15476,1i9o,8.42,(IOC)
15477,2g5p,8.42,(ADF)
15478,2isc,8.42,(223)
15479,4ezj,8.42,(0SC)
15480,4hbp,8.42,(17J)
15481,4ksy,8.42,(1SY)
15482,4wa9,8.42,(AXI)
15483,5c4s,8.42,(4Y5)
15484,5icp,8.42,(69Z)
15485,5vl2,8.42,(9EG)
15486,1jje,8.43,(BYS)
15487,2c8w,8.43,(C7M)
15488,2xbv,8.43,(XBV)
15489,2za5,8.43,(2FF)
15490,3nhi,8.43,(EAH)
15492,3tam,8.43,(M06)
15493,3u7s,8.43,(017)
15494,4cqe,8.43,(CQE)
15495,4g3g,8.43,(0WA)
15496,4y8x,8.43,(4GR)
15497,4zk5,8.43,(4P4)
15498,5dey,8.43,(59T)
15499,5exl,8.43,(5SS)
15501,5t66,8.43,(C6S)
15502,1bmn,8.44,(BM9)
15503,1ynd,8.44,(SFA)
15504,2rf2,8.44,(MRX)
15505,2vc9,8.44,(NOK)
15506,2xyf,8.44,(G40)
15507,3uhm,8.44,(RFN)
15508,3w1f,8.44,(1O5)
15509,4bbe,8.44,(3O4)
15511,4zae,8.44,(4M1)
15512,5kqx,8.44,(ROC)
15513,5n0e,8.44,(8F3)
15514,5v8q,8.44,(97A)
15515,5voj,8.44,(9H4)
15516,6b31,8.44,(CFJ)
15519,1bgo,8.46,(I10)
15521,1ld8,8.46,(U49)
15522,1u3q,8.46,(272)
15523,1u9w,8.46,(IHI)
15525,2oh4,8.46,(GIG)
15526,3bx5,8.46,(304)
15527,3kdd,8.46,(JZQ)
15528,3kl6,8.46,(443)
15529,3nam,8.46,(OTK)
15530,3q2g,8.46,(QGF)
15531,4css,8.46,(CWX)
15532,4he9,8.46,(G52)
15533,4lge,8.46,(1Y0)
15534,4u01,8.46,(39W)
15535,5a09,8.46,(JJD)
15537,5nxv,8.46,(9E2)
15538,6h7n,8.46,(FVK)
15539,1qkn,8.47,(RAL)
15540,2ds1,8.47,(1CD)
15541,2oag,8.47,(DLI)
15542,2qo8,8.47,(3CC)
15543,2wei,8.47,(VGG)
15544,3b28,8.47,(B2X)
15546,3zln,8.47,(H0Y)
15547,5f94,8.47,(3UO)
15548,5ohi,8.47,(9V8)
15550,1i9l,8.48,(INV)
15551,1i9m,8.48,(INW)
15552,1w5y,8.48,(BE6)
15553,2hs1,8.48,(017)
15554,2p3b,8.48,(3TL)
15555,2r5p,8.48,(MK1)
15556,2uxz,8.48,(HI1)
15557,2yix,8.48,(YIX)
15558,3b1m,8.48,(KRC)
15560,3n3j,8.48,(WWV)
15561,3wqh,8.48,(SKK)
15562,4jpa,8.48,(AZ6)
15563,4nvq,8.48,(2OD)
15564,4o0v,8.48,(2OL)
15565,5ap2,8.48,(PWU)
15566,5jh6,8.48,(T92)
15567,5kr2,8.48,(ROC)
15568,5n0d,8.48,(8F2)
15569,5svk,8.48,(ATP)
15570,6b41,8.48,(CJV)
15571,6fe1,8.48,(V14)
15573,1ec0,8.49,(BED)
15574,2g5u,8.49,(PCQ)
15575,2ieo,8.49,(017)
15576,2ihq,8.49,(LG7)
15577,2oqi,8.49,(GGO)
15578,3gfe,8.49,(P37)
15579,3pp1,8.49,(IZG)
15580,3s45,8.49,(478)
15581,3wyy,8.49,(O17)
15582,4a22,8.49,(TD4)
15583,4ehe,8.49,(RI8)
15584,4hdf,8.49,(G52)
15585,4m2r,8.49,(BZ1)
15586,4mwu,8.49,(LNV)
15587,5fl1,8.49,(DV1)
15589,5t28,8.49,(74Q)
15590,5tkt,8.49,(7DS)
15591,5tr6,8.49,(7KG)
15592,5ufs,8.49,(1TA)
15594,5x33,8.49,(7Y9)
15595,7upj,8.49,(INU)
15596,3d3p,8.5,(20A)
15597,3qd0,8.5,(3Q4)
15598,5lxd,8.5,(7A7)
15599,1cr6,8.51,(CPU)
15600,1d8m,8.51,(BBH)
15601,1g05,8.51,(BBH)
15602,1qpl,8.51,(587)
15603,2rg5,8.51,(279)
15604,2vh0,8.51,(GSI)
15605,3i25,8.51,(MV7)
15606,3tia,8.51,(LNV)
15607,3u8j,8.51,(09O)
15608,3uol,8.51,(0C7)
15609,3zpt,8.51,(M8Y)
15610,4nk9,8.51,(2K5)
15611,5ij7,8.51,(6BN)
15612,5k4i,8.51,(6QB)
15613,5to8,8.51,(7FM)
15614,6b1o,8.51,(C8S)
15615,1b6p,8.52,(PI7)
15616,1d7x,8.52,(SPC)
15617,1fcy,8.52,(564)
15618,1hbj,8.52,(FBQ)
15619,1i5r,8.52,(HYC)
15620,1jij,8.52,(629)
15621,1jk7,8.52,(OKA)
15622,1nfx,8.52,(RDR)
15623,1o44,8.52,(852)
15624,1oit,8.52,(HDT)
15625,1q6p,8.52,(213)
15626,1r78,8.52,(FMD)
15627,1rhu,8.52,(3CY)
15628,1rp7,8.52,(TZD)
15630,1ta2,8.52,(176)
15631,1urw,8.52,(I1P)
15632,1w14,8.52,(SH1)
15633,1xkk,8.52,(FMM)
15634,2b1p,8.52,(AIZ)
15635,2boh,8.52,(IIA)
15636,2bqw,8.52,(IIE)
15637,2bxt,8.52,(C2D)
15638,2fs9,8.52,(C4A)
15639,2fvd,8.52,(LIA)
15640,2gbi,8.52,(XIH)
15641,2hfp,8.52,(NSI)
15642,2oc2,8.52,(RX3)
15643,2ow3,8.52,(BIM)
15644,2q64,8.52,(1UN)
15645,2qmf,8.52,(CS9)
15646,2qu6,8.52,(857)
15647,2v11,8.52,(C80)
15648,2vaq,8.52,(VAW)
15649,2vf6,8.52,(M0N)
15650,2vnm,8.52,(CM8)
15651,2vtp,8.52,(LZ9)
15652,2vvc,8.52,(LZF)
15653,2vw5,8.52,(BC6)
15654,2w1g,8.52,(L0G)
15655,2wn9,8.52,(ZY5)
15656,2wxp,8.52,(GD9)
15657,2xa4,8.52,(AZ5)
15658,2xbj,8.52,(XBJ)
15659,2xfk,8.52,(AA9)
15660,3cic,8.52,(316)
15661,3dcv,8.52,(55E)
15662,3dya,8.52,(PZL)
15663,3h5u,8.52,(H5U)
15664,3hvh,8.52,(542)
15665,3hvk,8.52,(719)
15666,3i0r,8.52,(RT3)
15667,3ia6,8.52,(UNT)
15669,3k84,8.52,(K84)
15670,3lpi,8.52,(Z74)
15671,3m2w,8.52,(L8I)
15672,3ml5,8.52,(AZM)
15673,3n23,8.52,(OBN)
15674,3ns9,8.52,(NS9)
15675,3ocg,8.52,(OCG)
15676,3pa4,8.52,(C72)
15677,3psb,8.52,(SM6)
15678,3psd,8.52,(SM7)
15679,3sfc,8.52,(S53)
15680,3spk,8.52,(TPV)
15681,3suu,8.52,(OGN)
15682,3sx4,8.52,(KXA)
15683,3t3v,8.52,(BK4)
15684,3tct,8.52,(3MI)
15685,3ttm,8.52,(PUT)
15686,3u4u,8.52,(LNH)
15687,3umw,8.52,(596)
15688,3zxh,8.52,(E41)
15689,4bae,8.52,(RWX)
15690,4bcb,8.52,(4I4)
15691,4c4j,8.52,(X21)
15692,4dtk,8.52,(7LI)
15693,4e1z,8.52,(0MX)
15694,4e3l,8.52,(0NB)
15695,4foc,8.52,(0UU)
15696,4gjd,8.52,(0N0)
15697,4gv1,8.52,(0XZ)
15698,4h1e,8.52,(10J)
15699,4h3i,8.52,(10V)
15700,4h4m,8.52,(494)
15701,4hyi,8.52,(1AO)
15702,4izy,8.52,(1J2)
15703,4j52,8.52,(1J3)
15704,4jnc,8.52,(1LF)
15705,4jnm,8.52,(1LJ)
15706,4l6s,8.52,(1WQ)
15707,4lgg,8.52,(VGG)
15708,4nh8,8.52,(2LC)
15710,4o97,8.52,(NTX)
15711,4p1u,8.52,(21G)
15712,4qmn,8.52,(DB8)
15713,4rpv,8.52,(3UR)
15714,4rx5,8.52,(3YO)
15715,4tlr,8.52,(33H)
15716,4uwh,8.52,(JXM)
15717,4wcu,8.52,(3KQ)
15718,4xoc,8.52,(KGM)
15719,4yne,8.52,(4EK)
15720,4yzc,8.52,(STU)
15721,4zom,8.52,(4Q3)
15722,5am1,8.52,(I5T)
15723,5anw,8.52,(9CQ)
15724,5bqh,8.52,(4UK)
15725,5bue,8.52,(4V8)
15726,5eyc,8.52,(5SZ)
15727,5eyk,8.52,(5U5)
15728,5fqc,8.52,(OK3)
15729,5hg8,8.52,(634)
15730,5i4v,8.52,(67S)
15731,5izq,8.52,(83A)
15732,5j79,8.52,(6GE)
15733,5jur,8.52,(6NS)
15734,5jyo,8.52,(63J)
15735,5mjb,8.52,(7O3)
15736,5mpk,8.52,(0BC)
15737,5mw2,8.52,(U52)
15740,5vlr,8.52,(9EM)
15741,5wlv,8.52,(42G)
15742,6b4h,8.52,(IHP)
15743,6c1s,8.52,(EFV)
15744,6ccy,8.52,(EX4)
15745,6csp,8.52,(FBM)
15746,6dvm,8.52,(HBJ)
15747,6fyk,8.52,(EAZ)
15748,6g9n,8.52,(ESN)
15749,3jzc,8.53,(4HY)
15750,1r1i,8.54,(TI1)
15751,3hc8,8.54,(PD4)
15752,3kjd,8.54,(78P)
15753,3q96,8.54,(0NF)
15754,4fcb,8.54,(0T7)
15755,4hwo,8.54,(409)
15756,4mbl,8.54,(26L)
15757,4yay,8.54,(ZD7)
15759,5mjn,8.54,(7O8)
15761,6e2o,8.54,(S0L)
15762,1hos,8.55,(PHP)
15763,1ibg,8.55,(OBN)
15764,1ppl,8.55,(1Z7)
15765,2byr,8.55,(MLK)
15766,2zis,8.55,(NH8)
15767,3ejp,8.55,(HN2)
15768,3g6g,8.55,(G6G)
15769,3kfc,8.55,(61X)
15771,3t8s,8.55,(I3P)
15772,3v51,8.55,(I76)
15773,4ynd,8.55,(4GQ)
15774,5amd,8.55,(45I)
15775,5hzx,8.55,(2GE)
15776,5i9y,8.55,(1N1)
15777,5nhv,8.55,(8QB)
15778,5nxg,8.55,(RA1)
15779,5svl,8.55,(ATP)
15780,6c7e,8.55,(EOG)
15781,3so9,8.56,(017)
15782,1bgq,8.57,(RDC)
15783,1q1g,8.57,(MTI)
15784,1yye,8.57,(196)
15785,2h8h,8.57,(H8H)
15786,2i0j,8.57,(I0G)
15787,2r5q,8.57,(1UN)
15790,2x4z,8.57,(X4Z)
15791,2yne,8.57,(YNE)
15792,3dkf,8.57,(SX8)
15793,3ejq,8.57,(HN3)
15794,3ejr,8.57,(HN4)
15795,3v7x,8.57,(D7A)
15796,3vrt,8.57,(YS2)
15797,4hy4,8.57,(1BG)
15798,4kmz,8.57,(FOL)
15799,4re3,8.57,(GIM)
15800,4tpk,8.57,(3F9)
15801,4uwl,8.57,(7A5)
15802,5caq,8.57,(4ZJ)
15803,5j6m,8.57,(6FJ)
15804,3r5t,8.58,(VBN)
15807,1m7q,8.59,(DQO)
15808,2fky,8.59,(N2T)
15809,2gu8,8.59,(796)
15810,2iit,8.59,(872)
15811,2itz,8.59,(IRE)
15812,2wky,8.59,(IBC)
15813,3ibi,8.59,(BOW)
15814,4ezl,8.59,(0SE)
15815,4mx9,8.59,(2E8)
15816,4tpp,8.59,(35D)
15817,5hk2,8.59,(61V)
15818,5idn,8.59,(6A7)
15819,5nbw,8.59,(8SK)
15820,5u6d,8.59,(7XG)
15821,6dkg,8.59,(GO7)
15822,6h37,8.59,(FKQ)
15823,1bwa,8.6,(XV6)
15824,1ikw,8.6,(EFZ)
15825,1yy4,8.6,(4NA)
15827,3b66,8.6,(B66)
15828,3bqn,8.6,(BQN)
15829,3fhe,8.6,(28P)
15830,3k5g,8.6,(BJC)
15831,3m6f,8.6,(BJZ)
15833,3s43,8.6,(478)
15834,3sxf,8.6,(BK5)
15835,3t3u,8.6,(BK6)
15836,4efs,8.6,(E37)
15837,4f65,8.6,(0S9)
15838,4gj2,8.6,(0XH)
15839,4jg8,8.6,(1LE)
15840,4ke1,8.6,(1R6)
15841,4qf7,8.6,(C0R)
15842,4qjp,8.6,(V1F)
15843,4qlt,8.6,(39V)
15844,5a3q,8.6,(DL5)
15845,5cf5,8.6,(50W)
15846,5sz3,8.6,(72H)
15847,5upf,8.6,(8HV)
15848,4b00,8.61,(I6X)
15849,4ban,8.61,(M6S)
15850,6gl8,8.61,(F3Q)
15851,1a61,8.62,(00N)
15853,2bbb,8.62,(HH1)
15854,2cej,8.62,(1AH)
15855,2h42,8.62,(VIA)
15856,3dt1,8.62,(P40)
15857,3qqu,8.62,(01P)
15858,3ryz,8.62,(RYZ)
15859,4bf1,8.62,(9FK)
15860,4dru,8.62,(0LN)
15861,4fcf,8.62,(MA4)
15862,4hf4,8.62,(15H)
15863,4jx9,8.62,(URI)
15864,4nrl,8.62,(SIA)
15865,4tpm,8.62,(35E)
15866,4zim,8.62,(4OK)
15867,5egm,8.62,(5NY)
15868,5htz,8.62,(66J)
15869,5n9s,8.62,(8QW)
15870,5ubt,8.62,(85S)
15871,5vio,8.62,(9E4)
15872,5ylu,8.62,(HKT)
15873,6euv,8.62,(21G)
15874,6h7j,8.62,(5FW)
15875,3f17,8.63,(HS4)
15876,4ee0,8.63,(0O4)
15877,5of0,8.63,(9TB)
15878,1g45,8.64,(FSB)
15879,1mue,8.64,(CDD)
15880,1r1j,8.64,(OIR)
15881,1t31,8.64,(OHH)
15882,2qry,8.64,(TPS)
15883,2qt9,8.64,(524)
15884,3f88,8.64,(3HT)
15885,3hkw,8.64,(IX6)
15886,3s71,8.64,(EVD)
15887,3wig,8.64,(CHU)
15889,4g9c,8.64,(0WP)
15890,4pft,8.64,(MAB)
15891,4qd6,8.64,(30T)
15892,4x6x,8.64,(S74)
15893,4ydn,8.64,(2WN)
15894,4zyf,8.64,(4T4)
15896,5hbe,8.64,(5Y6)
15897,5hbj,8.64,(5Y8)
15898,5jga,8.64,(6KC)
15899,5nhy,8.64,(8XT)
15900,5uwk,8.64,(8OM)
15901,5x74,8.64,(JAY)
15902,5zwi,8.64,(9KX)
15903,6dki,8.64,(GOD)
15904,6hd4,8.64,(FYW)
15905,6std,8.64,(MS2)
15906,2oax,8.65,(SNL)
15907,4kp0,8.65,(KPK)
15908,1i9n,8.66,(IOA)
15909,1n9a,8.66,(FTI)
15910,2i47,8.66,(KGY)
15911,2pja,8.66,(33Z)
15912,2rg6,8.66,(287)
15913,2x39,8.66,(X39)
15914,3cjo,8.66,(K30)
15915,3d1x,8.66,(ROC)
15916,3kqc,8.66,(LGK)
15917,3nox,8.66,(6A5)
15918,3s68,8.66,(TCW)
15919,3t19,8.66,(5MA)
15920,3u8k,8.66,(09P)
15921,3vnt,8.66,(0JA)
15922,4bbf,8.66,(O19)
15924,5edu,8.66,(TSN)
15925,5epn,8.66,(5R2)
15926,5f4n,8.66,(5UY)
15927,5hgc,8.66,(HCY)
15928,5hu1,8.66,(66F)
15929,5n93,8.66,(8QE)
15930,5td2,8.66,(7AE)
15931,5tq3,8.66,(7GZ)
15933,6ds0,8.66,(H8M)
15934,3u1y,8.67,(03I)
15935,6aqf,8.67,(ZMA)
15936,6e59,8.67,(L76)
15937,2nw4,8.68,(8NH)
15938,2qd6,8.68,(065)
15939,3c6t,8.68,(M14)
15940,3iw4,8.68,(LW4)
15941,3jsi,8.68,(WTC)
15942,3m8p,8.68,(65B)
15943,3p76,8.68,(P76)
15944,3s3r,8.68,(0IW)
