proteinName,affinity,ligandName
2zdt,8.02,(46C)
3iit,8.02,(D14)
3n4c,8.02,(EF3)
3v49,8.02,(PK0)
4n00,8.02,(2EX)
4uye,8.02,(9F9)
4yes,8.02,(45S)
5q1a,8.02,(9N4)
5v5n,8.02,(EDH)
6ay3,8.02,(C3J)
6fii,8.02,(SG9)
1z6j,8.03,(PY3)
4elf,8.03,(35I)
4x5y,8.03,(3XW)
5e2k,8.03,(BX4)
5t4h,8.03,(75J)
5uwl,8.03,(8OJ)
6bfn,8.03,(DL1)
6do3,8.03,(7-mer)
1mpa,8.04,(9-mer)
1rhj,8.04,(PZN)
2mpa,8.04,(9-mer)
3at3,8.04,(ATK)
3vzv,8.04,(VZV)
4gtm,8.04,(7TM)
4m2u,8.04,(ETS)
4q1f,8.04,(2XN)
4zy0,8.04,(4TM)
4zz2,8.04,(3YG)
5k1i,8.04,(6PT)
5t3n,8.04,(75G)
5tmn,8.04,(0PJ)
5uhi,8.04,(8A4)
5w6e,8.04,(0NY)
1hih,8.05,(C20)
1hrn,8.05,(03D)
1jjt,8.05,(BDS)
1ke7,8.05,(LS3)
1lqd,8.05,(CMI)
1o42,8.05,(843)
1ong,8.05,(WY4)
1qj1,8.05,(166)
1sjh,8.05,(13-mer)
1vyf,8.05,(OLA)
1x7r,8.05,(GEN)
2b9a,8.05,(FBC)
2bqv,8.05,(A1A)
2i0h,8.05,(222)
2iw9,8.05,(4SP)
2jjk,8.05,(R15)
2jkh,8.05,(BI7)
2no3,8.05,(859)
2wxh,8.05,(ZZO)
2xc4,8.05,(IVK)
2xcg,8.05,(XCG)
2xm9,8.05,(LWH)
2xxt,8.05,(KAI)
2y80,8.05,(439)
2z60,8.05,(P3Y)
2zv9,8.05,(PP2)
3ag9,8.05,(A02)
3cd8,8.05,(L5G)
3emg,8.05,(685)
3ens,8.05,(ENS)
3eqy,8.05,(12-mer)
3ml2,8.05,(SU0)
3mwu,8.05,(BK3)
3nnw,8.05,(EDD)
3ot8,8.05,(MI5)
3oys,8.05,(OYS)
3qkl,8.05,(SMR)
3txo,8.05,(07U)
3u8l,8.05,(09Q)
4a4o,8.05,(664)
4aa4,8.05,(QC0)
4b8y,8.05,(6-mer)
4bcc,8.05,(JKT)
4byi,8.05,(FH3)
4hdb,8.05,(G52)
4mk9,8.05,(28R)
4o4g,8.05,(2RT)
4ogv,8.05,(2U7)
4oth,8.05,(DRN)
4q19,8.05,(2XL)
4qhp,8.05,(32Q/32R)
4rfd,8.05,(3O5)
4urm,8.05,(XAM)
4wmc,8.05,(NXL)
4x7l,8.05,(3Z4)
4y8d,8.05,(49J)
4yqh,8.05,(4F7)
4zhm,8.05,(10-mer)
4zyy,8.05,(3YC)
5abg,8.05,(V0N)
5cxa,8.05,(55L)
5ece,8.05,(5N2)
5fxs,8.05,(OZN)
5i9z,8.05,(627)
5iha,8.05,(6BE)
5j87,8.05,(N42)
5k5n,8.05,(6QH)
5kq5,8.05,(STU)
5ld8,8.05,(6U5)
5ni5,8.05,(8YB)
5o45,8.05,(15-mer)
5oci,8.05,(9R8)
5q15,8.05,(9MP)
5upe,8.05,(8HY)
5w7u,8.05,(GY8)
5xvg,8.05,(8FX)
6b2q,8.05,(CJJ)
6chl,8.05,(EXJ)
6d56,8.05,(FVM)
6e4t,8.05,(HTV)
6esn,8.05,(BWE)
1iwq,8.06,(19-mer)
1zgb,8.06,(A1E)
2qu5,8.06,(276)
3dbu,8.06,(D8W)
3hiw,8.06,(C2X)
3ovz,8.06,(O96)
4avt,8.06,(GHE)
4fab,8.06,(FLU)
4i5m,8.06,(R78)
5ea5,8.06,(TM3)
5q0n,8.06,(9L4)
6evr,8.06,(BZW)
1dva,8.07,(19-mer)
1gni,8.07,(OLA)
1jtq,8.07,(LY3)
1wxz,8.07,(FRL)
2jbo,8.07,(P4O)
2jbp,8.07,(P4O)
3ant,8.07,(S82)
3jwr,8.07,(IBM)
3l9n,8.07,(L9N)
3oxz,8.07,(0LI)
3r2y,8.07,(P4O)
3v8w,8.07,(0G2)
3vbd,8.07,(0FZ)
4exg,8.07,(916)
4um9,8.07,(13-mer)
5aa8,8.07,(5P8)
5jfu,8.07,(6KQ)
1siv,8.08,(PSI)
2q70,8.08,(DC8)
3fmz,8.08,(2T1)
3ifl,8.08,(7-mer)
3k39,8.08,(BCZ)
3lil,8.08,(EEA)
3wd9,8.08,(QPC)
4edz,8.08,(0O5)
4hzz,8.08,(G39)
4mf0,8.08,(29Z)
4qlu,8.08,(38X)
4wxi,8.08,(3VM)
5q1c,8.08,(9NA)
6fiv,8.08,(3TL)
1acj,8.09,(THA)
1lhf,8.09,(DI4)
2pj0,8.09,(922)
2rkg,8.09,(AB1)
2yfx,8.09,(VGH)
3hub,8.09,(469)
3kqe,8.09,(LGM)
3oe6,8.09,(ITD)
3s2a,8.09,(2NQ)
3tu7,8.09,(0BM)
4elh,8.09,(53I/53J)
4his,8.09,(3MI)
4kzc,8.09,(1UK)
4loy,8.09,(6XS)
5cf6,8.09,(50O)
5n6s,8.09,(8P5)
5tv3,8.09,(7L3)
5two,8.09,(7MV)
6b59,8.09,(CQS)
1dbk,8.1,(ANO)
1erb,8.1,(ETR)
1fzj,8.1,(8-mer)
1ghy,8.1,(121)
1l6m,8.1,(DBH)
1ody,8.1,(LP1)
1p4r,8.1,(354)
1pq6,8.1,(965)
1qj7,8.1,(GR1)
1rhr,8.1,(CNE)
1rt1,8.1,(MKC)
1stc,8.1,(STU)
1uk0,8.1,(FRM)
1xud,8.1,(PB4)
1ype,8.1,(UIP)
1zxc,8.1,(IH6)
2a5u,8.1,(QYT)
2b52,8.1,(D42)
2cf8,8.1,(ESH)
2e9u,8.1,(A25)
2hiw,8.1,(7MP)
2iog,8.1,(IOG)
2pvj,8.1,(P44)
2qk5,8.1,(CS5)
2ql5,8.1,(5-mer)
2qp8,8.1,(SC7)
2qzl,8.1,(IXS)
2rcw,8.1,(AAI)
2vvu,8.1,(H22)
2wpa,8.1,(889)
3at4,8.1,(CCK)
3caj,8.1,(EZL)
3ccc,8.1,(7AC)
3f15,8.1,(HS1)
3ion,8.1,(8H1)
3ith,8.1,(EDM)
3jzs,8.1,(12-mer)
3kr8,8.1,(XAV)
3l58,8.1,(CS5)
3l8v,8.1,(L8V)
3l9h,8.1,(EMQ)
3lox,8.1,(MCX)
3lxs,8.1,(4MC)
3nal,8.1,(DBK)
3nx7,8.1,(NHK)
3qai,8.1,(XNN)
3skg,8.1,(PB8)
3tyv,8.1,(HI3)
3vw7,8.1,(VPX)
4bid,8.1,(IE8)
4d0x,8.1,(953)
4e90,8.1,(7RG)
4eg5,8.1,(0OU)
4eqc,8.1,(XR1)
4frk,8.1,(DWD)
4hai,8.1,(I23)
4hgl,8.1,(0YO)
4i1c,8.1,(1BE)
4i9i,8.1,(1DY)
4jq8,8.1,(KJ8)
4nwm,8.1,(2P5)
4oq3,8.1,(2V8)
4p10,8.1,(2B8)
4pms,8.1,(31X)
4poj,8.1,(2VP)
4r74,8.1,(F6P)
4rwl,8.1,(3ZC)
4ryg,8.1,(3ZJ)
4u44,8.1,(3D9)
4wf2,8.1,(BTX)
4wht,8.1,(12-mer)
4why,8.1,(12-mer)
4wke,8.1,(3PU)
4wnp,8.1,(3RJ)
4xy2,8.1,(490)
4zxx,8.1,(4T0)
4zyi,8.1,(4TH)
5a6b,8.1,(OAN)
5ar8,8.1,(XYW)
5ax9,8.1,(4KT)
5ei8,8.1,(5OE)
5enk,8.1,(5QV)
5i3x,8.1,(68J)
5jyy,8.1,(6PY)
5lck,8.1,(6TT)
5m7u,8.1,(XHA)
5ml8,8.1,(V98)
5mqv,8.1,(D5Q)
5q0m,8.1,(9L1)
5t2g,8.1,(74K)
5tzc,8.1,(7OJ)
5ug9,8.1,(8AM)
5w4w,8.1,(9WG)
5w5o,8.1,(9XA)
5wg3,8.1,(AFM)
5xyz,8.1,(GYL)
6e0q,8.1,(HKD)
6eyz,8.1,(C5W)
6ffi,8.1,(D8B)
6g9m,8.1,(ESW)
6gwr,8.1,(FEW)
6ma1,8.1,(JA4)
6ma5,8.1,(J9V)
6mu1,8.1,(JYP)
1err,8.11,(RAL)
1ndz,8.11,(FR5)
1nvr,8.11,(STU)
2jko,8.11,(BIJ)
2jkq,8.11,(VG8)
2pq9,8.11,(GG9)
2znu,8.11,(NDZ)
3fv2,8.11,(NDZ)
3vry,8.11,(B43)
3vye,8.11,(VYE)
4aze,8.11,(3RA)
4cp7,8.11,(9MW)
4ge4,8.11,(0KE)
4p6g,8.11,(2FZ)
4puz,8.11,(CG9)
4v01,8.11,(0LI)
4v04,8.11,(0LI)
4z1j,8.11,(4KC)
4z7i,8.11,(10-mer)
5ea4,8.11,(5NM)
5lhi,8.11,(6X5)
5wad,8.11,(QQZ)
6cnj,8.11,(NCT)
6h38,8.11,(FKK)
1o5r,8.12,(FR9)
2k2g,8.12,(DSV)
2yi0,8.12,(YI0)
3hiv,8.12,(TXN)
3rwc,8.12,(9-mer)
3upx,8.12,(B6A)
4li8,8.12,(1XQ)
4ngs,8.12,(J34)
6d1l,8.12,(FQV)
6dil,8.12,(TPV)
6dj2,8.12,(AB1)
2yk1,8.13,(NCT)
3dng,8.13,(AXA)
3oev,8.13,(3OE)
3q3k,8.13,(D90)
4pop,8.13,(2VY)
4qfr,8.13,(32J)
4ud7,8.13,(16-mer)
5alc,8.13,(TIQ)
5kww,8.13,(6YA)
1g35,8.14,(AHF)
1yqj,8.14,(6NP)
3b4f,8.14,(TUO)
3ljz,8.14,(LA3)
3lxg,8.14,(Z73)
3odu,8.14,(ITD)
3oe8,8.14,(ITD)
3ryx,8.14,(RYX)
4buq,8.14,(KGM)
4isi,8.14,(1GG)
4jt9,8.14,(1NS)
4q07,8.14,(V14)
4rlp,8.14,(72B)
4zy1,8.14,(4U5)
5jk3,8.14,(6L4)
5kup,8.14,(6XL)
5xms,8.14,(8B3)
6dj5,8.14,(G52)
6duf,8.14,(K5C)
6g1w,8.14,(E0Z)
1aq1,8.15,(STU)
1fkh,8.15,(SBX)
1g27,8.15,(BB1)
1ikx,8.15,(PNU)
1jlq,8.15,(SBN)
1pfy,8.15,(MSP)
1pmn,8.15,(984)
1tfz,8.15,(869)
1tt1,8.15,(KAI)
1u9x,8.15,(IHJ)
1w5v,8.15,(BE3)
2ayp,8.15,(43A)
2bed,8.15,(736)
2bkz,8.15,(SBC)
2d1n,8.15,(FA4)
2fm2,8.15,(3BC)
2fxu,8.15,(BID)
2jf4,8.15,(VDM)
2q1q,8.15,(OSP)
2wxi,8.15,(S30)
2ydk,8.15,(YDK)
2ywp,8.15,(A42)
2zof,8.15,(BES)
3bea,8.15,(IXH)
3bu1,8.15,(HSM)
3byo,8.15,(AM9)
3d8w,8.15,(D8W)
3dz5,8.15,(M8M)
3faa,8.15,(55F)
3frz,8.15,(AG0)
3g0b,8.15,(T22)
3h0e,8.15,(H0E)
3i1y,8.15,(33N)
3i4b,8.15,(Z48)
3kb7,8.15,(071)
3l54,8.15,(LXX)
3nw6,8.15,(LGW)
3nww,8.15,(3NW)
3nxq,8.15,(RX4)
3oaw,8.15,(OAW)
3r4o,8.15,(FU3)
3rtp,8.15,(34I)
3v5l,8.15,(0G1)
4alv,8.15,(R9P)
4bcf,8.15,(T6Q)
4bcg,8.15,(T3C)
4dbn,8.15,(0JA)
4e4x,8.15,(T1Q)
4eo8,8.15,(0S3)
4erw,8.15,(STU)
4ge7,8.15,(0K5)
4jr5,8.15,(1LS)
4jze,8.15,(1NK)
4kip,8.15,(1R9)
4l33,8.15,(F70)
4loo,8.15,(SB4)
4lop,8.15,(SB4)
4loq,8.15,(SB4)
4lxb,8.15,(7R9)
4ly9,8.15,(1YY)
4mbi,8.15,(26K)
4n5t,8.15,(15-mer)
4ona,8.15,(UW1)
4op3,8.15,(2UY)
4qiz,8.15,(WWX)
4qt1,8.15,(3C9)
4ufe,8.15,(3ZD)
4ufg,8.15,(D6J)
4ufy,8.15,(M3W)
4uwf,8.15,(EUT)
4uwg,8.15,(RBQ)
4ycl,8.15,(CZA)
4yl3,8.15,(4U9)
4ytf,8.15,(4HZ)
4zyx,8.15,(3YB)
5brz,8.15,(9-mer)
5h2u,8.15,(1N1)
5hmh,8.15,(62R)
5jxq,8.15,(6OK)
5k00,8.15,(6PV)
5kez,8.15,(11-mer)
5o4y,8.15,(16-mer)
5tkd,8.15,(7GL)
5tkj,8.15,(8-mer)
5u4x,8.15,(7VM)
5u7k,8.15,(7Y1)
5v1y,8.15,(16-mer)
5vo1,8.15,(9FS)
6ba7,8.15,(D1Y)
6cvw,8.15,(FH1)
6dcg,8.15,(G67)
6fod,8.15,(E05)
6fyl,8.15,(3NG)
6fzx,8.15,(EEK)
6g33,8.15,(5ID)
1c8l,8.16,(BIN)
3g08,8.16,(FEE)
3w2s,8.16,(W2R)
4elg,8.16,(52I/52J)
4zud,8.16,(OLM)
5myx,8.16,(16-mer)
2g63,8.17,(AAF)
3hac,8.17,(361)
3krd,8.17,(FEB)
3kwf,8.17,(B1Q)
3rz8,8.17,(RZ8)
3zim,8.17,(KKR)
4aac,8.17,(AAV)
4ayy,8.17,(9MX)
4k5y,8.17,(1Q5)
4mxc,8.17,(DWF)
4q09,8.17,(V14)
4q1e,8.17,(2Y7/2Y8)
4qjm,8.17,(V1F)
4xct,8.17,(N73)
4z0q,8.17,(4K9)
5eqq,8.17,(5RS)
5f62,8.17,(5W1)
5lhh,8.17,(6X0)
5owt,8.17,(F37)
6fjf,8.17,(DKE)
1dwd,8.18,(MID)
2f80,8.18,(017)
2iiv,8.18,(565)
2pj3,8.18,(86A)
3ixk,8.18,(929)
3l3n,8.18,(LSW)
3oe9,8.18,(ITD)
3wzj,8.18,(O43)
4anb,8.18,(YQY)
4kbk,8.18,(1QG)
4qlq,8.18,(38N)
1epq,8.19,(0QF)
1oky,8.19,(STU)
1p03,8.19,(5-mer)
1w6j,8.19,(R71)
2h5d,8.19,(5-mer)
2h65,8.19,(6-mer)
2r59,8.19,(PH0)
2wtw,8.19,(ZZL)
2yj8,8.19,(YJ8)
2zir,8.19,(NH7)
3blr,8.19,(CPB)
3c5u,8.19,(P41)
3g6h,8.19,(G6H)
3hit,8.19,(DYN)
3hpt,8.19,(YET)
3roc,8.19,(29A)
4mc2,8.19,(525)
5a8x,8.19,(IUY)
5aa9,8.19,(5P8)
5acy,8.19,(9S3)
5fl5,8.19,(82E)
5m25,8.19,(7DU)
5n1z,8.19,(8GQ)
5tco,8.19,(79Q)
5yc8,8.19,(3C0)
5zkc,8.19,(3C0)
6ayq,8.19,(TDI)
1ek2,8.2,(CDU)
1owd,8.2,(497)
1sqp,8.2,(MYX)
2jds,8.2,(L20)
2jdv,8.2,(L20)
2jjr,8.2,(TAM)
2jkk,8.2,(BI9)
2pqj,8.2,(ADE)
3cjf,8.2,(SAV)
3dcr,8.2,(KVS)
3k23,8.2,(JZN)
3qd4,8.2,(3Q6)
4abi,8.2,(13-mer)
4bhn,8.2,(BH9)
4ezk,8.2,(0SD)
4gg7,8.2,(0J8)
4jr0,8.2,(6-mer)
5exm,8.2,(5ST)
5nob,8.2,(92T)
5t2l,8.2,(74H)
5uor,8.2,(8GV)
5xxk,8.2,(12-mer)
5zo8,8.2,(4C5)
5zo9,8.2,(4C5)
6d1m,8.2,(FQY)
6q74,8.2,(HKN)
1o0d,8.21,(163)
1onh,8.21,(WY4)
2e9n,8.21,(76A)
2ff1,8.21,(IMH)
2ff2,8.21,(IMH)
3u6j,8.21,(03X)
3up7,8.21,(0C9)
3vhe,8.21,(42Q)
4hiq,8.21,(16V)
4hyu,8.21,(1BK)
4ixh,8.21,(Q21)
4m6q,8.21,(20T)
4x5p,8.21,(3XJ)
5c4o,8.21,(4F1)
5fto,8.21,(YMX)
5hhx,8.21,(16-mer)
5ivs,8.21,(6EF)
5uvc,8.21,(8PV)
6d6t,8.21,(FYP)
6d6u,8.21,(FYP)
1ao8,8.22,(MTX)
1dth,8.22,(BAT)
1dtq,8.22,(FPT)
1efy,8.22,(BZC)
1em6,8.22,(CP4)
1ets,8.22,(MID)
1h1d,8.22,(BIA)
1h1s,8.22,(4SP)
1jr1,8.22,(MOA)
1pl0,8.22,(BW2)
1rt2,8.22,(TNK)
1sje,8.22,(16-mer)
1u9v,8.22,(IHE)
1w11,8.22,(SK1)
2az8,8.22,(3TL)
2c6o,8.22,(4SP)
2cbs,8.22,(R13)
2cji,8.22,(GSK)
2ow2,8.22,(8MR)
2qzx,8.22,(6-mer)
2v16,8.22,(C47)
2vvv,8.22,(H21)
2zcs,8.22,(B70)
3bym,8.22,(AM0)
3d1y,8.22,(ROC)
3d9v,8.22,(H52)
3h0y,8.22,(48B)
3hhk,8.22,(77Z)
3i28,8.22,(34N)
3l3m,8.22,(A92)
3le9,8.22,(727)
3nan,8.22,(HZ1)
3pup,8.22,(OS1)
3pz4,8.22,(3PZ)
3q77,8.22,(2HY)
3tti,8.22,(KBI)
3u2q,8.22,(12-mer)
3upi,8.22,(0C2)
3v5t,8.22,(UW9)
3whw,8.22,(RUX)
3zbx,8.22,(6XE)
4a7c,8.22,(E46)
4bci,8.22,(T3E)
4bs4,8.22,(A64)
4bs5,8.22,(MG2)
4c4g,8.22,(7RO)
4c4h,8.22,(7RO)
4deg,8.22,(0JJ)
4e20,8.22,(0MY)
4gtt,8.22,(7TQ)
4h3g,8.22,(10Q)
4hym,8.22,(CJC)
4i7c,8.22,(14-mer)
4j9a,8.22,(DOG)
4kba,8.22,(1QM)
4kju,8.22,(1RH)
4lko,8.22,(1WH)
4lwv,8.22,(20W)
4otf,8.22,(2VL)
4pdk,8.22,(3VV)
4qyo,8.22,(11-mer)
4r3s,8.22,(15-mer)
4u0i,8.22,(0LI)
4x7n,8.22,(3Z5)
4xcu,8.22,(40M)
4xh2,8.22,(18-mer)
4yl0,8.22,(4DZ)
4ylj,8.22,(4E1)
5alz,8.22,(XQ9)
5amg,8.22,(IW7)
5csx,8.22,(54J)
5fck,8.22,(5WC)
5h3q,8.22,(7HF)
5hor,8.22,(63K)
5j6d,8.22,(6H5)
5k0s,8.22,(0OU)
5k8s,8.22,(CMP)
5kya,8.22,(6Y4)
5l6o,8.22,(6P6)
5lgo,8.22,(6VZ)
5m0m,8.22,(7CF)
5n2d,8.22,(8J8)
5nb7,8.22,(8NQ)
5qcn,8.22,(BVM)
5ul6,8.22,(15-mer)
5w8v,8.22,(9YP)
6atv,8.22,(15-mer)
6ax4,8.22,(5-mer)
6ckc,8.22,(F5J)
6ffn,8.22,(D8K)
6fni,8.22,(DXH)
6m9f,8.22,(4-mer)
1ero,8.23,(BJP)
2w1f,8.23,(L0F)
3e5a,8.23,(VX6)
3f16,8.23,(HS3)
3qbn,8.23,(E9Z)
4kfq,8.23,(KFQ)
4ptg,8.23,(2WG)
4z1n,8.23,(4KD)
5ahj,8.23,(7IM)
1eve,8.24,(E20)
1jd0,8.24,(AZM)
1ke6,8.24,(LS2)
1nmk,8.24,(SFM)
1npv,8.24,(L27)
1u9e,8.24,(397)
1ydb,8.24,(AZM)
2gde,8.24,(SN3)
3g4l,8.24,(ROF)
3hll,8.24,(I45)
4hmq,8.24,(FCE)
4rfc,8.24,(3O1)
4x6m,8.24,(3Y3)
4z1e,8.24,(DF5)
5a4c,8.24,(XOJ)
5jog,8.24,(6LT)
6b5q,8.24,(5-mer)
6g34,8.24,(5ID)
1auj,8.25,(PPB)
1c1u,8.25,(BAI)
1g4o,8.25,(BSB)
1nvq,8.25,(UCN)
2h5e,8.25,(GDP)
2pbw,8.25,(DOQ)
3ug2,8.25,(IRE)
3vjl,8.25,(W94)
6bw5,8.25,(TUM)
6cpw,8.25,(F8V)
6et8,8.25,(BWH)
6f6r,8.25,(CVE)
1iky,8.26,(MSD)
2chm,8.26,(3P4)
2e2r,8.26,(2OH)
3cen,8.26,(FXA)
3dpo,8.26,(11-mer)
3wc7,8.26,(EF1)
4di2,8.26,(0K9)
4uvy,8.26,(SGW)
5ap0,8.26,(AU5)
5j86,8.26,(6GW)
6gzm,8.26,(LCI)
1clu,8.27,(DBG)
1wuq,8.27,(8GT)
2cbj,8.27,(OAN)
3hek,8.27,(BD0)
3tdc,8.27,(0EU)
4cps,8.27,(1T8)
4djy,8.27,(0KR)
4eb9,8.27,(0O6)
4l1a,8.27,(AB1)
4lp6,8.27,(Q4I)
4xv2,8.27,(P06)
5nhj,8.27,(8XE)
6anl,8.27,(T75)
6dug,8.27,(K5C)
6gzh,8.27,(LCI)
3l17,8.28,(JZY)
3nw7,8.28,(LGV)
3o95,8.28,(01T)
3tt4,8.28,(E1S)
4j3d,8.28,(1JS)
4mha,8.28,(4MH)
4oc2,8.28,(2QQ)
4oc3,8.28,(2QP)
4pov,8.28,(2VY)
5cei,8.28,(50R)
5gnk,8.28,(80U)
5kzq,8.28,(6YS)
5ne1,8.28,(OK3)
5tkk,8.28,(8-mer)
5v2q,8.28,(19-mer)
1a28,8.29,(STR)
2a4w,8.29,(BLM)
4bj8,8.29,(BTN)
4wn1,8.29,(3SJ)
5j8i,8.29,(6H4)
5uey,8.29,(88M)
5v2p,8.29,(19-mer)
6ayo,8.29,(C1Y)
1b6l,8.3,(PI4)
1bzf,8.3,(TMQ)
1dtt,8.3,(FTC)
1hv5,8.3,(RXP)
1lqf,8.3,(BGD)
1okz,8.3,(UCN)
1q6t,8.3,(600)
1qbq,8.3,(HFP)
1rej,8.3,(B1L)
1rww,8.3,(OQB)
1s17,8.3,(GNR)
1sve,8.3,(I01)
1tft,8.3,(997)
1tom,8.3,(MIN)
1u3r,8.3,(338)
1uv5,8.3,(BRW)
1yt9,8.3,(OIS)
1zzl,8.3,(TZY)
2aeb,8.3,(ABH)
2cen,8.3,(4AH)
2gv2,8.3,(9-mer)
2hrp,8.3,(10-mer)
2imd,8.3,(GSH)
2iqg,8.3,(F2I)
2nv7,8.3,(555)
2pe1,8.3,(517)
2pll,8.3,(ABH)
2pvk,8.3,(P45)
2qmd,8.3,(CS7)
2rd6,8.3,(78P)
2rfn,8.3,(AM7)
2rku,8.3,(R78)
2v7a,8.3,(627)
2v95,8.3,(HCY)
2x81,8.3,(ZZL)
2ydj,8.3,(YDJ)
2yoj,8.3,(8Y6)
3atu,8.3,(ADP)
3bc5,8.3,(ZAA)
3bjm,8.3,(BJM)
3cid,8.3,(318)
3d20,8.3,(017)
3fqe,8.3,(P5C)
3fyj,8.3,(B97)
3g0d,8.3,(XIH)
3g0g,8.3,(RUM)
3g86,8.3,(T18)
3gjw,8.3,(GJW)
3gn7,8.3,(3GN)
3h5s,8.3,(H5S)
3h98,8.3,(B5P)
3hku,8.3,(TOR)
3hvi,8.3,(619)
3jy0,8.3,(LYG)
3lxl,8.3,(IZA)
3ly2,8.3,(Z72)
3ocb,8.3,(XM1)
3oct,8.3,(1N1)
3ot3,8.3,(22K)
3rvg,8.3,(17P)
3skf,8.3,(PB7)
3tyq,8.3,(HI4)
3zps,8.3,(EQM)
4afg,8.3,(QMR)
4az3,8.3,(S35)
4bea,8.3,(13-mer)
4cpa,8.3,(GLY)
4cwr,8.3,(HAJ)
4dus,8.3,(0MP)
4ejn,8.3,(0R4)
4elb,8.3,(34R/34S)
4emv,8.3,(0R9)
4fob,8.3,(0US)
4gfn,8.3,(SUY)
4gtq,8.3,(7TQ)
4gtr,8.3,(7TR)
4hgs,8.3,(15G)
4i6f,8.3,(1C7)
4i6h,8.3,(1C8)
4jps,8.3,(1LT)
4jzd,8.3,(1NJ)
4kcg,8.3,(1QC)
4l4l,8.3,(1XC)
4lwu,8.3,(20U)
4n1u,8.3,(2GE)
4nus,8.3,(2NK)
4o0b,8.3,(2QA)
4o5b,8.3,(LF9)
4ohk,8.3,(2TE)
4olh,8.3,(2TO)
4qo4,8.3,(35S)
4rx7,8.3,(3YV)
4wki,8.3,(3PW)
4x6p,8.3,(3YU)
4xhk,8.3,(3YR)
4ynk,8.3,(YW2)
4ztr,8.3,(4RJ)
4zy6,8.3,(4T6)
5a0b,8.3,(JJX)
5am3,8.3,(AUB)
5buj,8.3,(4VB)
5bvo,8.3,(4VE)
5cxh,8.3,(55M)
5e80,8.3,(5KP)
5he7,8.3,(60X)
5j7b,8.3,(6GD)
5j8z,8.3,(FC4)
5jfr,8.3,(6KP)
5k76,8.3,(6R1)
5kcv,8.3,(6S1)
5kdr,8.3,(YT5)
5khm,8.3,(XNH)
5kpk,8.3,(6VK)
5t2b,8.3,(74O)
5tiu,8.3,(7CU)
5tqf,8.3,(7KR)
5uac,8.3,(RFP)
5uox,8.3,(8GY)
5uy8,8.3,(8UM)
5x26,8.3,(7XO)
5x5o,8.3,(7Z0)
5xs2,8.3,(8D6)
5yea,8.3,(8U9)
5ztn,8.3,(CUR)
6aaj,8.3,(9T6)
6b4w,8.3,(CQ7)
6b8j,8.3,(65C)
6bfd,8.3,(DJS)
6c4g,8.3,(EQG)
6c6o,8.3,(ENG)
6cmj,8.3,(F6J)
6cn6,8.3,(F7J)
6en4,8.3,(BGZ)
6f23,8.3,(C8Z)
6ma3,8.3,(JAJ)
1rgj,8.31,(13-mer)
2hs2,8.31,(017)
3dc3,8.31,(AZM)
3i8w,8.31,(CB5)
4acd,8.31,(GR9)
4csj,8.31,(NN7)
4ddl,8.31,(0JQ)
5dyw,8.31,(5HF)
5nxo,8.31,(9HK)
5oah,8.31,(95B)
5tnt,8.31,(7GQ)
6das,8.31,(G2D)
2dq7,8.32,(STU)
2fdd,8.32,(385)
2gj5,8.32,(VD3)
2qtb,8.32,(474)
2xhr,8.32,(C0P)
2yi7,8.32,(BZ8)
3qak,8.32,(UKA)
3tv6,8.32,(B0R)
4bbg,8.32,(V02)
4gih,8.32,(0X5)
4jwk,8.32,(CTN)
4kin,8.32,(1M8)
4pee,8.32,(2OX)
4z16,8.32,(4LH)
5a3u,8.32,(R8J)
5c2a,8.32,(4Y2)
5czm,8.32,(R47)
5eef,8.32,(TSN)
5ehe,8.32,(WWO)
6aam,8.32,(9T6)
6enm,8.32,(LPW)
1hwr,8.33,(216)
1u9q,8.33,(186)
2wj2,8.33,(OL1)
3ns7,8.33,(3NS)
3sdi,8.33,(3SD)
3sw2,8.33,(FI1)
4eev,8.33,(L1X)
4htx,8.33,(19F)
4i33,8.33,(17-mer)
4z1k,8.33,(4KB)
5fky,8.33,(2J4)
6b5o,8.33,(15-mer)
1bzy,8.34,(IMU)
1uwb,8.34,(TBO)
2qci,8.34,(065)
2wxl,8.34,(ZS4)
2xye,8.34,(CXG)
3ay9,8.34,(ADP)
3f82,8.34,(353)
3lj7,8.34,(OHO)
3npc,8.34,(B96)
4yhf,8.34,(4C9)
5es1,8.34,(5RC)
5ime,8.34,(6BZ)
5uit,8.34,(8CD)
5y24,8.34,(6-mer)
6g39,8.34,(5ID)
1h23,8.35,(E12)
1mj7,8.35,(HAL)
2uwd,8.35,(2GG)
2zxa,8.35,(ZXA)
3bgl,8.35,(RID)
3m6p,8.35,(BB2)
3nu5,8.35,(478)
4bf6,8.35,(X0Q)
4mvh,8.35,(2F5)
4yml,8.35,(4F0)
5amn,8.35,(DTQ)
5edl,8.35,(VIB)
6cqf,8.35,(F97)
9hvp,8.35,(0E9)
1bb0,8.36,(0IV)
1d4j,8.36,(MSC)
3d83,8.36,(GK6)
3g45,8.36,(988)
3kek,8.36,(3EK)
3oj8,8.36,(OJ8)
3r7o,8.36,(M61)
3wiz,8.36,(LC6)
4e6q,8.36,(0NV)
4g3f,8.36,(0WB)
4gzf,8.36,(6-mer)
4k19,8.36,(1OD)
4lts,8.36,(LTS)
4y2b,8.36,(EPK)
5dls,8.36,(5CV)
5k0x,8.36,(K0X)
1ouy,8.37,(094)
2fjp,8.37,(S14)
2nmy,8.37,(ROC)
